16,1,9.15118e-06
16,1,1.01458e-05
16,1,8.58866e-06
16,1,8.42474e-06
16,1,8.32789e-06
16,1,8.33347e-06
16,1,8.34465e-06
16,1,8.33906e-06
16,1,8.27946e-06
16,1,8.36141e-06
16,0,5.47618e-06
16,0,1.52178e-06
16,0,1.25729e-06
16,0,1.08778e-06
16,0,1.05426e-06
16,0,1.02632e-06
16,0,1.04681e-06
16,0,1.04308e-06
16,0,1.04494e-06
16,0,1.02632e-06
16,2,0.000112213
16,2,1.26492e-05
16,2,1.06227e-05
16,2,1.0794e-05
16,2,1.12485e-05
16,2,1.15689e-05
16,2,1.01924e-05
16,2,1.09021e-05
16,2,1.10101e-05
16,2,1.0483e-05
16,4,0.00014562
16,4,2.84929e-05
16,4,3.42894e-05
16,4,2.55927e-05
16,4,2.29962e-05
16,4,2.49781e-05
16,4,2.71611e-05
16,4,2.47974e-05
16,4,2.42796e-05
16,4,2.65017e-05
16,8,0.000148283
16,8,2.68053e-05
16,8,2.69171e-05
16,8,2.79695e-05
16,8,2.85897e-05
16,8,2.8953e-05
16,8,2.69543e-05
16,8,2.72561e-05
16,8,3.02158e-05
16,8,2.91262e-05
16,16,0.000248689
16,16,2.95546e-05
16,16,3.05772e-05
16,16,2.95397e-05
16,16,5.48102e-05
16,16,3.12049e-05
16,16,3.30117e-05
16,16,3.44999e-05
16,16,3.26037e-05
16,16,3.25702e-05
16,32,0.000469541
16,32,3.98438e-05
16,32,3.85512e-05
16,32,3.79682e-05
16,32,3.66103e-05
16,32,4.03617e-05
16,32,3.93204e-05
16,32,3.65879e-05
16,32,5.72316e-05
16,32,4.12576e-05
16,64,0.000863561
16,64,6.11395e-05
16,64,5.19361e-05
16,64,6.77425e-05
16,64,5.98449e-05
16,64,6.55893e-05
16,64,6.49858e-05
16,64,6.73328e-05
16,64,6.82473e-05
16,64,6.60922e-05
32,1,3.06573e-05
32,1,3.48222e-05
32,1,2.82153e-05
32,1,2.77814e-05
32,1,2.7841e-05
32,1,2.78745e-05
32,1,2.78316e-05
32,1,2.79192e-05
32,1,2.7949e-05
32,1,2.80458e-05
32,0,1.01626e-05
32,0,"0,004353"
32,0,3.94695e-06
32,0,3.66941e-06
32,0,3.61912e-06
32,0,3.54089e-06
32,0,3.50364e-06
32,0,3.51854e-06
32,0,3.42168e-06
32,0,3.47942e-06
32,2,0.000207212
32,2,5.15934e-05
32,2,4.94346e-05
32,2,4.86113e-05
32,2,5.11855e-05
32,2,5.03752e-05
32,2,4.75179e-05
32,2,4.6581e-05
32,2,4.90583e-05
32,2,4.72572e-05
32,4,0.000134947
32,4,6.24303e-05
32,4,4.09558e-05
32,4,4.24758e-05
32,4,3.9475e-05
32,4,3.78694e-05
32,4,3.85884e-05
32,4,3.7441e-05
32,4,3.76422e-05
32,4,3.95402e-05
32,8,0.000199532
32,8,5.1422e-05
32,8,5.87497e-05
32,8,5.89825e-05
32,8,5.23087e-05
32,8,5.72205e-05
32,8,5.68014e-05
32,8,5.7688e-05
32,8,6.04726e-05
32,8,4.84493e-05
32,16,0.000262899
32,16,5.33517e-05
32,16,6.0223e-05
32,16,5.94947e-05
32,16,5.76414e-05
32,16,6.1132e-05
32,16,5.78351e-05
32,16,6.31139e-05
32,16,5.57955e-05
32,16,5.81313e-05
32,32,0.000447433
32,32,6.99684e-05
32,32,6.85826e-05
32,32,7.14194e-05
32,32,7.0503e-05
